,,,Validation Dataset,,,,,,Probability of being Plankton,,,,TSNE coordinates per model,,,,,,,,
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_12_2017-09-19_15_28_43.608_1747_399.png,Other,Y,Y,Y,Y,0.99974793,0.99649066,0.9999999,0.99948883,77.347404,7.611293,47.474747,1.1560516,55.125313,-25.086306,8.535975,-79.36183,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_66_2017-09-17_19_05_12.402_1650_1884.png,Other,Y,Y,Y,Y,0.99711907,0.9997304,0.9999995,0.9979133,17.327711,9.8838415,36.540897,26.929543,2.3658593,-26.04606,30.048517,-17.913876,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_258_2017-09-17_21_12_02.320_219_1306.png,Other,Y,Y,Y,Y,0.9250491,0.9407313,0.99969137,0.9981724,9.689198,-5.247519,32.52248,-29.434496,-0.025135137,-16.675568,5.9072165,16.47555,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_480_2017-09-18_16_55_49.058_140_1563.png,Other,Y,Y,Y,Y,0.99785066,0.99973804,0.999969,0.99135804,43.180893,19.50597,37.646664,40.16749,35.558994,38.97219,-0.8287051,-15.4342985,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_248_2017-09-19_15_28_43.608_1645_1091.png,Other,Y,Y,Y,Y,0.99902236,0.99556714,0.99999845,0.96561337,107.975876,4.6961646,48.91043,-15.616122,28.877642,-54.612427,-34.22847,-42.793823,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_487_2017-09-17_00_03_41.880_1118_389.png,Other,Y,Y,Y,Y,0.99923074,0.99985397,1,0.9999131,108.80689,-5.1159115,60.59485,19.949556,49.783825,32.146576,64.34167,-16.139389,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_307_2017-09-20_23_57_16.170_1043_1256.png,Other,Y,Y,Y,Y,0.9986248,0.9990006,0.99965847,0.9895902,12.421015,22.937027,51.589855,33.55898,43.811344,-0.5906329,34.816227,-35.43339,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_141_2017-09-19_04_33_23.799_341_905.png,Other,Y,Y,Y,Y,0.99399227,0.9963666,0.9931196,0.9878627,78.63619,-12.586141,45.150703,-21.677702,30.418514,-54.00152,-40.55138,-38.15342,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_146_2017-09-21_23_41_42.650_1162_662.png,Other,Y,Y,Y,Y,0.99736613,0.9978453,0.998862,0.88861495,-1.1158898,23.164581,23.684202,-7.8929334,40.44114,24.334053,-28.243055,-26.886765,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_533_2017-09-19_21_06_57.369_716_621.png,Other,Y,Y,Y,Y,0.8856149,0.9952922,0.9938112,0.88875705,19.028006,-20.908567,41.552444,-50.33904,14.066725,-36.94708,-26.226788,8.554021,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_704_2017-09-21_23_41_42.650_939_798.png,Other,Y,Y,Y,Y,0.99994767,0.9983125,1,0.9996716,86.85015,-0.13234605,49.98954,47.897156,58.580482,-23.703867,-3.763797,-76.602005,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_462_2017-09-21_10_53_50.448_0_1547.png,Other,Y,Y,Y,Y,0.95231026,0.9938491,0.99983704,0.86789566,-3.6649358,16.97197,40.626995,-42.086685,5.6264825,-21.14811,-24.605478,-22.266346,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_773_2017-09-21_04_46_36.462_914_577.png,Other,Y,Y,Y,Y,0.8971901,0.98275536,0.99904746,0.9870209,19.47502,-14.662034,12.167516,-49.461792,35.028713,-28.735403,5.2059803,-59.435326,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_122_2017-09-29_05_57_44.317_1631_1958.png,Other,Y,Y,Y,Y,0.9987282,0.9974533,0.9999988,0.9999763,67.68845,1.2945952,40.144657,23.60241,6.4566045,-23.075338,40.01423,-47.912106,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_133_2017-09-17_12_02_24.860_812_1735.png,Other,Y,Y,Y,Y,0.9710226,0.99216676,0.9999931,0.96525204,48.719646,-11.298874,62.68508,-1.4423283,25.123825,-39.751507,-13.21233,-52.325653,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_388_2017-09-19_03_51_07.404_1415_225.png,Other,Y,Y,Y,Y,0.8327495,0.9929789,0.99031365,0.88140464,3.1886094,-2.603493,35.612576,-48.3841,44.301273,-11.545731,27.697283,34.942432,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_474_2017-09-22_06_00_04.648_1662_884.png,Other,Y,Y,Y,Y,0.99948704,0.96398026,0.99983,0.99994516,53.53742,2.6067832,34.28436,-30.913385,-12.684142,-42.02743,49.359325,44.60796,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_429_2017-09-19_00_19_43.344_1758_634.png,Other,Y,Y,Y,Y,0.9993649,0.9994991,0.9968593,0.90440816,5.9715743,18.10379,18.146496,-2.1722493,5.8183017,-4.530845,21.020773,-23.471472,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_125_2017-09-17_08_09_52.805_1788_1151.png,Other,Y,Y,Y,Y,0.9746602,0.94289154,0.9999713,0.99845445,29.168072,-8.93065,10.916607,-50.221058,2.5767314,-21.767906,21.482944,8.964696,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_17_2017-09-16_00_06_14.278_958_1572.png,Other,Y,Y,Y,Y,0.9972978,0.9983589,0.9998357,0.99930084,113.13463,3.3613124,61.71124,17.439285,22.74926,-57.427956,-43.04496,-47.087795,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_51_2017-09-16_07_09_00.691_222_135.png,Other,Y,Y,Y,Y,0.99211055,0.9751346,0.99921966,0.9869977,26.406963,-23.728905,41.15173,-20.870193,-3.0753021,37.519176,-16.330208,-17.068438,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_762_2017-09-28_12_09_24.725_1363_1490.png,Other,Y,Y,Y,Y,0.9990459,0.9999224,0.94260365,0.8897862,8.989457,21.602938,27.620811,13.525513,4.56212,-7.4629455,-14.541785,9.276467,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_203_2017-09-16_02_13_04.215_VIDEOALE_1557_670.png,Other,Y,Y,Y,Y,0.9756575,0.9500911,0.998139,0.8621203,3.267338,-18.292088,11.824984,-54.1743,21.738298,-29.392384,-34.270676,-27.310385,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_545_2017-09-27_05_55_28.248_300_438.png,Other,Y,Y,Y,Y,0.9999387,0.9999615,0.9999949,0.9996637,105.26555,-13.198748,41.428432,67.34106,-6.722795,-42.938217,27.603354,-7.7964125,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_746_2017-09-21_08_06_54.700_401_1241.png,Other,Y,Y,Y,Y,0.99859184,0.9977481,0.9971311,0.8824549,12.797997,20.740448,37.281067,-43.096992,23.532784,27.81623,-30.79233,-18.544592,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_438_2017-09-21_06_49_00.820_41_488.png,Other,Y,Y,Y,Y,0.98507893,0.9487609,0.9606195,0.83535725,-6.0644975,-0.11764156,5.8871126,-58.585625,-11.828596,-35.197308,-19.088652,54.371025,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_853_2017-09-21_02_55_19.170_125_784.png,Other,Y,Y,Y,Y,0.9999738,0.9993512,0.9999982,0.9998491,61.026268,-2.779824,45.5633,32.644085,52.15286,-14.906291,10.032592,-72.709694,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_570_2017-09-16_00_06_14.278_1459_1036.png,Other,Y,Y,Y,Y,0.9998789,0.9993529,1,0.99969816,50.852886,15.154595,34.773445,60.54264,38.096474,43.53666,68.67367,5.724131,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_534_2017-09-16_01_09_39.011_1023_1930.png,Other,Y,Y,Y,Y,0.95058894,0.9546019,0.97975355,0.95677257,18.998169,-21.705906,20.134165,-49.43577,27.306473,-49.916504,-33.913048,-34.271057,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_154_2017-09-27_00_10_30.061_1825_177.png,Other,Y,Y,Y,Y,0.99999964,0.99969804,0.9999999,0.99816847,106.97812,-14.305615,45.93645,58.670357,61.669632,-18.324192,16.833866,-74.21337,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_174_2017-09-16_02_13_04.215_VIDEOALE_1932_723.png,Other,Y,Y,Y,Y,0.9999689,0.99818724,0.999178,0.9867079,26.765066,29.309025,15.841984,-15.942589,7.8569145,-7.537479,-18.840254,11.865607,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_819_2017-09-20_23_57_16.170_402_712.png,Other,Y,Y,Y,Y,0.9998907,0.99952435,0.99999976,0.99558324,50.52076,7.6429195,45.262615,14.948192,47.164528,-20.312101,23.556946,-71.00777,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_135_2017-09-20_16_21_00.715_121_1315.png,Other,Y,Y,Y,Y,0.95099837,0.9987948,0.99999976,0.9922388,75.30375,-4.4352784,63.936436,27.458515,31.739346,-62.918846,-4.9253926,15.003775,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_599_2017-09-20_16_21_00.715_1984_897.png,Other,Y,Y,Y,Y,0.90981716,0.99984777,0.99277025,0.99961567,40.306923,-11.360235,44.445297,59.92183,49.240845,-15.60964,13.559202,-85.1317,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_396_2017-09-17_22_57_43.580_1893_645.png,Other,Y,Y,Y,Y,0.97492933,0.9995977,0.9995415,0.97916895,71.00518,-17.473814,64.267876,22.304008,26.307636,-67.3936,27.601423,-37.72016,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_338_2017-09-27_12_02_43.349_1087_756.png,Other,Y,Y,Y,Y,0.999998,0.99894685,1,0.9996929,117.40098,-12.125713,46.42704,68.94983,59.88107,-15.107768,29.248161,-76.83575,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_824_2017-09-21_21_39_17.997_674_154.png,Other,Y,Y,Y,Y,0.9733333,0.97863275,0.99993384,0.99973494,80.208565,-7.3355956,70.41815,-4.879103,31.01194,-60.5286,-15.694899,-37.596806,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_533_2017-09-16_00_06_14.278_59_888.png,Other,Y,Y,Y,Y,0.9982948,0.9832496,0.94407356,0.9858897,98.609436,-2.4729729,60.83147,-8.012403,30.631256,-44.08409,-18.863026,-47.8336,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_562_2017-09-19_17_35_33.591_682_577.png,Other,Y,Y,Y,Y,1,0.9997141,0.9999988,0.9867272,109.19661,-17.401234,45.333443,65.31088,-14.763255,-45.46804,48.15189,47.69693,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_821_2017-09-21_18_18_59.744_1501_115.png,Other,Y,Y,Y,Y,0.9962339,0.9978206,0.99151295,0.95610857,22.275831,-1.186337,32.10516,21.385649,31.567913,-2.8327425,21.720736,-24.072721,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_840_2017-09-22_18_03_26.967_463_1226.png,Other,Y,Y,Y,Y,0.7500742,0.99785256,0.9999999,0.9999994,14.022748,-9.285349,38.432568,-18.990728,2.9071586,56.10816,63.56974,11.762051,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_636_2017-09-20_18_01_09.974_1155_1312.png,Other,Y,Y,Y,Y,0.94728845,0.9981279,0.9998437,0.9842726,24.831394,-3.7967231,39.732445,-3.0677652,27.811117,-16.600296,33.21687,-46.55718,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_111_2017-09-19_11_15_03.115_328_231.png,Other,Y,Y,Y,Y,0.95906645,0.99615604,0.99674714,0.9176369,73.527306,-10.568527,62.978825,-10.989161,29.505457,-46.701965,11.774005,-36.890564,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_50_2017-09-17_00_03_41.880_1548_1642.png,Other,Y,Y,Y,Y,0.9999999,0.9998385,0.9999901,0.9855753,58.956123,19.76431,32.149162,27.929167,45.633995,24.65571,6.013643,-49.84847,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_265_2017-09-18_22_12_53.814_920_227.png,Other,Y,Y,Y,Y,0.99994016,0.99972576,0.99998426,0.99959844,86.26403,-4.6206384,35.700626,48.589336,47.498672,40.95199,64.267845,-20.43855,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_756_2017-09-20_18_23_25.361_1838_851.png,Other,Y,Y,Y,Y,0.9856574,0.990908,0.97481954,0.99543506,79.557014,-8.880245,56.35549,-15.30517,29.98162,-60.24507,-24.26983,-35.657158,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_463_2017-09-17_12_02_24.860_1659_1910.png,Other,Y,Y,Y,Y,0.99226683,0.997347,0.9985208,0.9991134,27.739378,4.02368,41.84335,-2.7544522,-6.538619,11.628728,31.946875,14.722541,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_325_2017-09-20_20_59_12.793_1341_1268.png,Other,Y,Y,Y,Y,0.99970514,0.9994653,0.99999917,0.99171513,105.45182,-6.1907897,51.171104,44.32681,52.13058,-27.4043,10.398347,-75.98446,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_666_2017-09-24_11_58_30.642_1753_243.png,Other,Y,Y,Y,Y,0.99999166,0.99925095,1,0.9990858,122.77444,0.8217758,50.474934,59.15124,61.306366,-23.162128,18.20825,-81.66248,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_829_2017-09-21_19_03_30.206_1724_1486.png,Other,Y,Y,Y,Y,0.95200974,0.84141684,0.8898266,0.8645044,37.402306,-15.104436,-2.5676215,-59.027416,35.31341,-35.26647,-8.287042,-67.19374,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_65_2017-09-26_18_03_15.775_1512_545.png,Other,Y,Y,Y,Y,0.99999976,0.9998822,1,0.99979395,107.54093,-12.424013,41.963127,57.859238,51.46738,9.14005,43.38675,-50.937298,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_802_2017-09-21_19_03_30.206_835_641.png,Other,Y,Y,Y,Y,0.9999559,0.9991209,0.99996686,0.87315464,-13.331182,61.080482,36.268143,4.374705,12.560124,49.66237,46.468216,16.261961,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_251_2017-09-16_20_53_26.537_1301_56.png,Other,Y,Y,Y,Y,0.98494244,0.99856335,0.9999299,0.99489295,73.30402,-5.1665144,27.043724,-3.2073283,19.726728,54.725063,-9.715209,-17.554708,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_366_2017-09-20_23_46_08.531_1531_1015.png,Other,Y,Y,Y,Y,0.99975413,0.99956566,0.9999993,0.99934655,93.67624,0.9172778,50.527607,50.49338,55.649525,-26.50341,2.884026,-77.12837,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_672_2017-09-16_00_06_14.278_1806_1659.png,Other,Y,Y,Y,Y,0.99987566,0.9999968,1,0.99804026,39.501926,20.63299,35.360077,70.28127,37.99618,32.46654,48.432816,-20.552061,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_274_2017-09-19_03_08_50.128_770_1707.png,Other,Y,Y,Y,Y,0.9861724,0.9983668,0.9996113,0.986315,97.30819,-3.3939197,71.51755,5.814398,30.874342,-44.64585,10.099277,-35.79133,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_691_2017-09-27_00_10_30.061_1140_602.png,Other,Y,Y,Y,Y,0.99999964,0.9996037,0.99970645,0.9999033,116.297615,-13.125646,49.5126,58.24183,57.471096,-22.334017,9.363405,-65.2434,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_596_2017-09-21_04_13_13.353_134_1209.png,Other,Y,Y,Y,Y,0.9998723,0.9980196,0.99972945,0.9999039,101.56449,-3.5165164,68.91481,9.130717,38.797962,-35.5617,-27.116785,-57.61117,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_720_2017-10-01_00_03_51.816_1102_1439.png,Other,Y,Y,Y,Y,0.9924258,0.9994129,0.99999475,0.9819103,0.590869,6.513914,44.771645,14.864233,30.5972,23.75357,35.178925,36.63302,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_245_2017-09-21_20_54_47.206_56_185.png,Other,Y,Y,Y,Y,0.94978195,0.9894761,0.8083219,0.9742802,49.06883,-19.278887,41.84415,-48.224216,17.973648,-25.126978,37.802162,-27.934391,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_355_2017-09-20_17_05_31.514_1608_1985.png,Other,Y,Y,Y,Y,0.99847704,0.99909866,0.99967563,0.99905294,47.443493,-0.014822369,47.7221,23.450722,51.1177,-19.264894,17.456703,-83.55485,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_493_2017-09-16_02_13_04.215_VIDEOALE_1022_1373.png,Other,Y,Y,Y,Y,0.9903778,0.9921211,0.9994709,0.9935835,36.572296,9.745377,51.04631,-4.7256403,-9.4460945,-46.74443,47.523415,41.996292,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_221_2017-09-24_18_05_45.523_405_950.png,Other,Y,Y,Y,Y,0.9999937,0.9999199,0.99999845,0.99993336,90.04641,3.03675,40.813988,57.068253,-1.0649853,-44.28165,-10.724545,-71.72005,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_142_2017-09-16_03_58_45.702_1088_1337.png,Other,Y,Y,Y,Y,0.97153395,0.9995697,1,0.9999522,36.60168,0.28225118,32.14485,25.320019,48.216007,39.449738,68.36011,-12.917771,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_228_2017-09-28_12_09_24.725_853_913.png,Other,Y,Y,Y,Y,0.99996114,0.9999536,0.99999976,0.9999976,49.50475,21.333235,37.51638,64.041084,34.939922,33.899532,61.165504,-6.308823,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_767_2017-09-20_23_46_08.531_739_610.png,Other,Y,Y,Y,Y,0.99965644,0.9981419,0.97520727,0.97398865,27.030565,-1.4094287,41.49741,-2.9171078,14.609603,11.754085,31.096352,-25.850084,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_689_2017-09-20_17_05_31.514_193_956.png,Other,Y,Y,Y,Y,0.99194545,0.9985557,0.9934176,0.9549203,105.47093,3.8179705,57.841187,11.142983,32.78713,-52.508038,-22.039484,-42.801632,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_358_2017-09-21_01_26_17.933_752_1585.png,Other,Y,Y,Y,Y,0.99999523,0.9978503,1,0.99720997,103.26044,-19.515356,55.834,27.91421,57.737568,-29.371449,31.502844,14.229207,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_148_2017-09-16_20_53_26.537_1891_1767.png,Other,Y,Y,Y,Y,0.9936825,0.9921036,0.9999565,0.9992735,41.627605,-21.080894,52.69622,12.414004,30.77519,-24.547625,13.220976,-88.62194,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_54_2017-09-21_05_31_06.977_1849_1694.png,Other,Y,Y,Y,Y,0.99986684,0.9967505,1,0.99632215,114.97455,-9.531313,59.490086,-3.7434182,48.76608,7.349585,41.16029,-47.616055,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_437_2017-09-17_09_55_34.504_1846_0.png,Other,Y,Y,Y,Y,0.9864144,0.9997956,0.99959403,0.9985399,62.45949,-14.056116,29.808222,5.2699184,46.363956,-7.6076555,5.92055,-75.458595,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_220_2017-09-28_00_06_04.294_1283_699.png,Other,Y,Y,Y,Y,0.99822944,0.99724966,0.99956757,0.91992176,74.91519,7.412451,40.830513,-4.9741573,35.558197,5.77349,4.3852386,11.86359,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_532_2017-09-16_03_16_29.254_128_1605.png,Other,Y,Y,Y,Y,0.9830862,0.99921536,0.9986212,0.74611175,-3.5477734,18.493664,16.946642,-15.442095,3.1976588,-2.4884202,37.539448,-3.4602473,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_31_2017-09-21_03_28_42.304_158_1209.png,Other,Y,Y,Y,Y,0.99997437,0.99609166,0.9987921,0.98619616,32.323467,9.9266615,40.285362,-5.0781684,-11.09694,-39.07888,47.565468,40.19658,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_172_2017-09-19_20_24_40.789_1568_1056.png,Other,Y,Y,Y,Y,0.9999999,0.99988055,0.9999981,0.9997826,113.57165,-8.10879,51.201797,46.217236,48.541256,-27.858015,9.543479,-68.70482,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_247_2017-09-16_00_06_14.278_1821_1271.png,Other,Y,Y,Y,Y,0.9950269,0.93797946,0.9979563,0.9956065,5.738686,26.044207,46.16152,-35.761177,32.056538,40.857307,55.11485,-5.332557,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_208_2017-09-18_00_01_08.787_217_1553.png,Other,Y,Y,Y,Y,0.84351057,0.97549146,0.9999354,0.9237308,74.495285,-10.58198,57.809437,-13.259475,25.298756,-41.98939,20.006834,-36.212814,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_255_2017-09-17_21_12_02.320_68_1104.png,Other,Y,Y,Y,Y,0.99793565,0.99921656,0.9987896,0.9713695,6.711893,7.6804667,22.447168,3.5162416,17.704536,-10.511079,10.262085,14.755128,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_948_2017-09-20_17_38_54.681_790_233.png,Other,Y,Y,Y,Y,0.9624453,0.99918836,0.9987696,0.9188832,11.481803,19.795786,20.873251,-10.635375,12.777027,-16.992752,-27.475016,-27.188057,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_557_2017-09-21_04_13_13.353_1335_1354.png,Other,Y,Y,Y,Y,0.8636224,0.84366804,0.99498343,0.9449996,31.402988,-20.601023,14.366095,-44.642765,29.00475,-33.235252,-6.2770824,-51.17675,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_435_2017-09-17_21_54_18.614_1751_1187.png,Other,Y,Y,Y,Y,0.99441975,0.995327,0.9999988,0.9872306,38.631115,-5.3071394,28.585657,-51.66688,24.413576,9.820799,27.176224,-25.068636,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_606_2017-09-16_01_09_39.011_283_1704.png,Other,Y,Y,Y,Y,0.9992623,0.99972624,0.9999616,0.9988651,11.555194,24.417534,22.580236,1.7163659,0.009310803,56.87655,61.453445,18.380768,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_100_2017-09-21_20_21_24.131_1517_563.png,Other,Y,Y,Y,Y,1,0.9999566,0.99999976,0.99940956,124.039276,0.4691188,37.07664,74.89848,3.738931,58.15966,-9.675844,15.146211,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_659_2017-09-16_05_02_10.850_1661_1640.png,Other,Y,Y,Y,Y,0.98582363,0.9965932,0.9999342,0.9953767,50.098564,-0.9470609,37.490173,-22.950737,-20.453695,-41.680527,23.518066,16.275032,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_92_2017-09-17_08_52_09.774_1566_437.png,Other,Y,Y,Y,Y,0.97327334,0.99632794,0.9999833,0.9891416,41.33224,-17.581007,50.013527,-8.36921,37.0546,-13.100456,-2.9946446,-63.23592,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_763_2017-09-21_07_33_31.746_1245_61.png,Other,Y,Y,Y,Y,0.9813534,0.98964065,0.99999726,0.9552866,73.73667,-6.961601,66.86855,10.0808,24.475918,-39.5329,5.8328176,-42.848167,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_562_2017-09-16_06_05_35.531_1966_986.png,Other,Y,Y,Y,Y,0.9999963,0.9995771,0.99543923,0.98989236,77.976685,11.897852,54.034813,59.837997,-14.149432,-44.31015,51.560978,47.138123,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_18_2017-09-24_18_05_45.523_737_631.png,Other,Y,Y,Y,Y,0.99315757,0.9970163,0.90330493,0.94540596,-9.304517,39.69318,23.222885,-64.26109,25.720282,36.689823,38.612965,-1.1399411,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_483_2017-09-26_18_03_15.775_150_34.png,Other,Y,Y,Y,Y,0.96218455,0.9965695,0.99075365,0.9189817,-4.778996,23.0986,52.088806,-12.452983,-12.324775,1.0600225,-38.063976,-10.24266,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_142_2017-09-22_06_00_04.648_1578_1579.png,Other,Y,Y,Y,Y,0.9932742,0.9992873,0.9996537,0.98429894,104.74958,4.337465,60.160313,11.773367,26.201487,-59.5146,12.734725,-42.334236,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_37_2017-09-19_03_08_50.128_1491_1402.png,Other,Y,Y,Y,Y,0.9785654,0.9255676,0.95294815,0.7609683,15.387441,31.039566,42.523476,-40.213055,23.914122,34.13418,41.143692,-18.837973,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_294_2017-09-20_23_46_08.531_0_783.png,Other,Y,Y,Y,Y,0.9999856,0.99920636,0.9999944,0.9937232,102.63649,-20.32029,63.18603,20.21952,34.883125,-16.814528,32.57864,-37.803963,0
